customer_id,customer_segment,state,region
CUST00123,Retail,GA,South
CUST00124,Enterprise,TN,South
CUST00125,Retail,WA,West
CUST00126,Retail,NC,South
CUST00127,Enterprise,MA,Northeast
CUST00128,Retail,MI,Midwest
CUST00129,Retail,FL,South
CUST00130,Retail,NJ,Northeast
CUST00131,Retail,OH,Midwest
CUST00132,Wholesale,WA,West
CUST00133,Retail,IL,Midwest
CUST00134,Retail,CO,West
CUST00135,Retail,TN,South
CUST00136,Wholesale,CO,West
CUST00137,Retail,NJ,Northeast
CUST00138,Retail,CO,West
CUST00139,Wholesale,CT,Northeast
CUST00140,Wholesale,CO,West
CUST00141,Retail,MA,Northeast
CUST00142,Retail,NC,South
CUST00143,Retail,OR,West
CUST00144,Retail,WI,Midwest
CUST00145,Retail,MI,Midwest
CUST00146,Retail,CO,West
CUST00147,Retail,PA,Northeast
CUST00148,Retail,NC,South
CUST00149,Enterprise,WI,Midwest
CUST00150,Wholesale,IN,Midwest
CUST00151,Retail,PA,Northeast
CUST00152,Enterprise,NY,Northeast
CUST00153,Wholesale,WA,West
CUST00154,Retail,WA,West
CUST00155,Retail,MA,Northeast
CUST00156,Retail,AZ,West
CUST00157,Retail,WI,Midwest
CUST00158,Retail,FL,South
CUST00159,Retail,AZ,West
CUST00160,Retail,AZ,West
CUST00161,Enterprise,PA,Northeast
CUST00162,Wholesale,CT,Northeast
CUST00163,Retail,MA,Northeast
CUST00164,Enterprise,IL,Midwest
CUST00165,Enterprise,NY,Northeast
CUST00166,Enterprise,OH,Midwest
CUST00167,Retail,CT,Northeast
CUST00168,Wholesale,OH,Midwest
CUST00169,Retail,WI,Midwest
CUST00170,Wholesale,CT,Northeast
CUST00171,Enterprise,WI,Midwest
CUST00172,Wholesale,FL,South
CUST00173,Wholesale,IN,Midwest
CUST00174,Wholesale,NJ,Northeast
CUST00175,Wholesale,TX,South
CUST00176,Retail,MA,Northeast
CUST00177,Retail,CO,West
CUST00178,Retail,IL,Midwest
CUST00179,Wholesale,IL,Midwest
CUST00180,Retail,TN,South
CUST00181,Retail,CT,Northeast
CUST00182,Retail,MA,Northeast
CUST00183,Retail,AZ,West
CUST00184,Wholesale,CT,Northeast
CUST00185,Wholesale,TX,South
CUST00186,Retail,CO,West
CUST00187,Enterprise,PA,Northeast
CUST00188,Retail,NC,South
CUST00189,Retail,WI,Midwest
CUST00190,Wholesale,IN,Midwest
CUST00191,Retail,TN,South
CUST00192,Retail,CO,West
CUST00193,Wholesale,OR,West
CUST00194,Retail,FL,South
CUST00195,Retail,IL,Midwest
CUST00196,Retail,NC,South
CUST00197,Retail,WI,Midwest
CUST00198,Retail,AZ,West
CUST00199,Retail,PA,Northeast
CUST00200,Wholesale,GA,South
CUST00201,Wholesale,WA,West
CUST00202,Wholesale,FL,South
CUST00203,Wholesale,FL,South
CUST00204,Wholesale,TN,South
CUST00205,Retail,CT,Northeast
CUST00206,Retail,IL,Midwest
CUST00207,Retail,WI,Midwest
CUST00208,Retail,OR,West
CUST00209,Retail,WI,Midwest
CUST00210,Retail,CO,West
CUST00211,Wholesale,NY,Northeast
CUST00212,Enterprise,GA,South
CUST00213,Retail,WA,West
CUST00214,Retail,TN,South
CUST00215,Retail,NC,South
CUST00216,Enterprise,NC,South
CUST00217,Enterprise,FL,South
CUST00218,Retail,AZ,West
CUST00219,Wholesale,FL,South
CUST00220,Retail,IL,Midwest
CUST00221,Retail,MI,Midwest
CUST00222,Retail,CT,Northeast
CUST00223,Retail,OH,Midwest
CUST00224,Enterprise,WI,Midwest
CUST00225,Wholesale,TN,South
CUST00226,Retail,TX,South
CUST00227,Wholesale,MI,Midwest
CUST00228,Enterprise,MI,Midwest
CUST00229,Enterprise,MI,Midwest
CUST00230,Retail,CT,Northeast
CUST00231,Retail,MI,Midwest
CUST00232,Retail,NY,Northeast
CUST00233,Retail,GA,South
CUST00234,Retail,CA,West
CUST00235,Retail,CT,Northeast
CUST00236,Retail,NC,South
CUST00237,Retail,CO,West
CUST00238,Retail,GA,South
CUST00239,Retail,MA,Northeast
CUST00240,Retail,CA,West
CUST00241,Retail,PA,Northeast
CUST00242,Retail,CA,West
CUST00243,Retail,NJ,Northeast
CUST00244,Retail,IN,Midwest
CUST00245,Retail,TX,South
CUST00246,Retail,IL,Midwest
CUST00247,Retail,OR,West
CUST00248,Retail,IN,Midwest
CUST00249,Enterprise,CO,West
CUST00250,Retail,AZ,West
CUST00251,Retail,AZ,West
CUST00252,Enterprise,CT,Northeast
CUST00253,Retail,NJ,Northeast
CUST00254,Wholesale,MI,Midwest
CUST00255,Retail,NJ,Northeast
CUST00256,Retail,OH,Midwest
CUST00257,Retail,NJ,Northeast
CUST00258,Wholesale,PA,Northeast
CUST00259,Retail,OR,West
CUST00260,Enterprise,AZ,West
CUST00261,Retail,NJ,Northeast
CUST00262,Wholesale,FL,South
CUST00263,Retail,CA,West
CUST00264,Wholesale,MI,Midwest
CUST00265,Retail,WI,Midwest
CUST00266,Retail,CT,Northeast
CUST00267,Retail,OH,Midwest
CUST00268,Retail,GA,South
CUST00269,Retail,NY,Northeast
CUST00270,Retail,MI,Midwest
CUST00271,Wholesale,NC,South
CUST00272,Retail,PA,Northeast
CUST00273,Wholesale,NC,South
CUST00274,Enterprise,TN,South
CUST00275,Retail,CO,West
CUST00276,Wholesale,CT,Northeast
CUST00277,Wholesale,PA,Northeast
CUST00278,Retail,TN,South
CUST00279,Retail,TX,South
CUST00280,Retail,NJ,Northeast
CUST00281,Retail,MA,Northeast
CUST00282,Retail,NJ,Northeast
CUST00283,Retail,OR,West
CUST00284,Wholesale,AZ,West
CUST00285,Wholesale,IN,Midwest
CUST00286,Retail,CO,West
CUST00287,Retail,PA,Northeast
CUST00288,Retail,NC,South
CUST00289,Retail,FL,South
CUST00290,Retail,NJ,Northeast
CUST00291,Wholesale,NC,South
CUST00292,Retail,AZ,West
CUST00293,Wholesale,OR,West
CUST00294,Enterprise,PA,Northeast
CUST00295,Retail,MA,Northeast
CUST00296,Wholesale,FL,South
CUST00297,Retail,PA,Northeast
CUST00298,Retail,CT,Northeast
CUST00299,Retail,CO,West
CUST00300,Wholesale,NJ,Northeast
CUST00301,Retail,TN,South
CUST00302,Wholesale,CO,West
CUST00303,Enterprise,NJ,Northeast
CUST00304,Retail,TN,South
CUST00305,Enterprise,MI,Midwest
CUST00306,Retail,CO,West
CUST00307,Retail,NY,Northeast
CUST00308,Retail,OH,Midwest
CUST00309,Retail,TN,South
CUST00310,Wholesale,CT,Northeast
CUST00311,Retail,CA,West
CUST00312,Retail,IL,Midwest
CUST00313,Enterprise,CA,West
CUST00314,Retail,WI,Midwest
CUST00315,Retail,TN,South
CUST00316,Wholesale,NC,South
CUST00317,Wholesale,CO,West
CUST00318,Retail,WI,Midwest
CUST00319,Wholesale,WI,Midwest
CUST00320,Wholesale,IN,Midwest
CUST00321,Retail,IL,Midwest
CUST00322,Retail,NC,South
CUST00323,Retail,TN,South
CUST00324,Retail,TX,South
CUST00325,Retail,FL,South
CUST00326,Retail,WA,West
CUST00327,Retail,OR,West
CUST00328,Retail,AZ,West
CUST00329,Retail,TN,South
CUST00330,Retail,CO,West
CUST00331,Retail,GA,South
CUST00332,Wholesale,IN,Midwest
CUST00333,Retail,WA,West
CUST00334,Wholesale,CA,West
CUST00335,Retail,NC,South
CUST00336,Wholesale,CO,West
CUST00337,Retail,WI,Midwest
CUST00338,Enterprise,NJ,Northeast
CUST00339,Retail,TX,South
CUST00340,Retail,CA,West
CUST00341,Wholesale,CA,West
CUST00342,Retail,WI,Midwest
CUST00343,Retail,IL,Midwest
CUST00344,Retail,AZ,West
CUST00345,Retail,TN,South
CUST00346,Retail,CA,West
CUST00347,Retail,TN,South
CUST00348,Wholesale,AZ,West
CUST00349,Retail,OR,West
CUST00350,Retail,CT,Northeast
CUST00351,Retail,NJ,Northeast
CUST00352,Retail,GA,South
CUST00353,Retail,PA,Northeast
CUST00354,Wholesale,NY,Northeast
CUST00355,Retail,WA,West
CUST00356,Retail,TX,South
CUST00357,Retail,MA,Northeast
CUST00358,Retail,MA,Northeast
CUST00359,Wholesale,FL,South
CUST00360,Retail,WA,West
CUST00361,Retail,IN,Midwest
CUST00362,Enterprise,OR,West
CUST00363,Retail,OH,Midwest
CUST00364,Enterprise,IL,Midwest
CUST00365,Retail,OR,West
CUST00366,Wholesale,WI,Midwest
CUST00367,Retail,OH,Midwest
CUST00368,Wholesale,AZ,West
CUST00369,Retail,AZ,West
CUST00370,Retail,PA,Northeast
CUST00371,Retail,TN,South
CUST00372,Wholesale,IL,Midwest
CUST00373,Wholesale,AZ,West
CUST00374,Wholesale,NC,South
CUST00375,Retail,NC,South
CUST00376,Wholesale,GA,South
CUST00377,Retail,CO,West
CUST00378,Retail,NJ,Northeast
CUST00379,Retail,OR,West
CUST00380,Wholesale,TN,South
CUST00381,Retail,FL,South
CUST00382,Retail,PA,Northeast
CUST00383,Wholesale,TX,South
CUST00384,Retail,CT,Northeast
CUST00385,Retail,AZ,West
CUST00386,Retail,IN,Midwest
CUST00387,Retail,GA,South
CUST00388,Retail,IN,Midwest
CUST00389,Retail,GA,South
CUST00390,Retail,NY,Northeast
CUST00391,Retail,NC,South
CUST00392,Retail,CT,Northeast
CUST00393,Wholesale,GA,South
CUST00394,Retail,MA,Northeast
CUST00395,Retail,NC,South
CUST00396,Retail,OH,Midwest
CUST00397,Retail,IN,Midwest
CUST00398,Retail,TN,South
CUST00399,Wholesale,GA,South
CUST00400,Retail,NC,South
CUST00401,Retail,FL,South
CUST00402,Retail,PA,Northeast
CUST00403,Retail,NJ,Northeast
CUST00404,Enterprise,WI,Midwest
CUST00405,Retail,TX,South
CUST00406,Retail,CA,West
CUST00407,Retail,TN,South
CUST00408,Retail,PA,Northeast
CUST00409,Wholesale,FL,South
CUST00410,Retail,AZ,West
CUST00411,Wholesale,NJ,Northeast
CUST00412,Retail,CA,West
CUST00413,Wholesale,TN,South
CUST00414,Retail,IL,Midwest
CUST00415,Retail,AZ,West
CUST00416,Wholesale,CA,West
CUST00417,Enterprise,IL,Midwest
CUST00418,Wholesale,MA,Northeast
CUST00419,Retail,CA,West
CUST00420,Enterprise,NJ,Northeast
CUST00421,Retail,WI,Midwest
CUST00422,Enterprise,AZ,West
CUST00423,Retail,OR,West
CUST00424,Wholesale,WI,Midwest
CUST00425,Wholesale,PA,Northeast
CUST00426,Wholesale,AZ,West
CUST00427,Retail,MA,Northeast
CUST00428,Retail,WI,Midwest
CUST00429,Wholesale,WA,West
CUST00430,Retail,TX,South
CUST00431,Enterprise,TN,South
CUST00432,Wholesale,TX,South
CUST00433,Retail,AZ,West
CUST00434,Wholesale,IL,Midwest
CUST00435,Retail,CA,West
CUST00436,Wholesale,IN,Midwest
CUST00437,Wholesale,NY,Northeast
CUST00438,Retail,GA,South
CUST00439,Retail,IN,Midwest
CUST00440,Enterprise,IL,Midwest
CUST00441,Retail,IN,Midwest
CUST00442,Retail,OH,Midwest
CUST00443,Retail,GA,South
CUST00444,Retail,MA,Northeast
CUST00445,Retail,OH,Midwest
CUST00446,Retail,GA,South
CUST00447,Retail,NY,Northeast
CUST00448,Wholesale,IL,Midwest
CUST00449,Retail,GA,South
CUST00450,Retail,TX,South
CUST00451,Retail,MI,Midwest
CUST00452,Retail,NJ,Northeast
CUST00453,Retail,OR,West
CUST00454,Retail,NY,Northeast
CUST00455,Wholesale,CO,West
CUST00456,Retail,TN,South
CUST00457,Wholesale,PA,Northeast
CUST00458,Wholesale,IN,Midwest
CUST00459,Retail,CT,Northeast
CUST00460,Enterprise,NC,South
CUST00461,Enterprise,NY,Northeast
CUST00462,Retail,CO,West
CUST00463,Retail,CA,West
CUST00464,Enterprise,CO,West
CUST00465,Wholesale,NY,Northeast
CUST00466,Retail,TN,South
CUST00467,Wholesale,IL,Midwest
CUST00468,Wholesale,MI,Midwest
CUST00469,Wholesale,NC,South
CUST00470,Wholesale,NC,South
CUST00471,Wholesale,CA,West
CUST00472,Retail,CT,Northeast
CUST00473,Retail,WI,Midwest
CUST00474,Retail,WA,West
CUST00475,Enterprise,AZ,West
CUST00476,Retail,CO,West
CUST00477,Retail,CA,West
CUST00478,Wholesale,NC,South
CUST00479,Retail,FL,South
CUST00480,Wholesale,GA,South
CUST00481,Wholesale,CA,West
CUST00482,Retail,NY,Northeast
CUST00483,Retail,PA,Northeast
CUST00484,Retail,MA,Northeast
CUST00485,Retail,IN,Midwest
CUST00486,Retail,CT,Northeast
CUST00487,Retail,TX,South
CUST00488,Retail,AZ,West
CUST00489,Retail,CA,West
CUST00490,Retail,TN,South
CUST00491,Retail,FL,South
CUST00492,Retail,CT,Northeast
CUST00493,Retail,OH,Midwest
CUST00494,Wholesale,WA,West
CUST00495,Wholesale,MA,Northeast
CUST00496,Retail,TX,South
CUST00497,Wholesale,TN,South
CUST00498,Retail,WI,Midwest
CUST00499,Wholesale,CT,Northeast
CUST00500,Retail,TX,South
CUST00501,Enterprise,MI,Midwest
CUST00502,Wholesale,FL,South
CUST00503,Wholesale,TX,South
CUST00504,Wholesale,OH,Midwest
CUST00505,Retail,CA,West
CUST00506,Retail,IL,Midwest
CUST00507,Wholesale,CT,Northeast
CUST00508,Retail,WI,Midwest
CUST00509,Wholesale,CO,West
CUST00510,Retail,GA,South
CUST00511,Retail,FL,South
CUST00512,Retail,TN,South
CUST00513,Retail,NY,Northeast
CUST00514,Retail,OH,Midwest
CUST00515,Retail,NY,Northeast
CUST00516,Retail,NC,South
CUST00517,Retail,CO,West
CUST00518,Retail,CO,West
CUST00519,Wholesale,GA,South
CUST00520,Retail,MA,Northeast
CUST00521,Retail,CA,West
CUST00522,Retail,TN,South
CUST00523,Wholesale,OR,West
CUST00524,Retail,TX,South
CUST00525,Wholesale,WI,Midwest
CUST00526,Enterprise,NY,Northeast
CUST00527,Retail,MI,Midwest
CUST00528,Retail,OH,Midwest
CUST00529,Retail,FL,South
CUST00530,Retail,TX,South
CUST00531,Retail,PA,Northeast
CUST00532,Enterprise,WA,West
CUST00533,Retail,WI,Midwest
CUST00534,Retail,IN,Midwest
CUST00535,Retail,TX,South
CUST00536,Wholesale,CA,West
CUST00537,Retail,CA,West
CUST00538,Retail,CA,West
CUST00539,Enterprise,TN,South
CUST00540,Wholesale,OR,West
CUST00541,Retail,CO,West
CUST00542,Wholesale,TX,South
CUST00543,Wholesale,CA,West
CUST00544,Retail,GA,South
CUST00545,Retail,AZ,West
CUST00546,Retail,PA,Northeast
CUST00547,Retail,NJ,Northeast
CUST00548,Wholesale,OR,West
CUST00549,Enterprise,OR,West
CUST00550,Retail,PA,Northeast
CUST00551,Retail,FL,South
CUST00552,Retail,MI,Midwest
CUST00553,Retail,IL,Midwest
CUST00554,Wholesale,CT,Northeast
CUST00555,Retail,MI,Midwest
CUST00556,Retail,GA,South
CUST00557,Retail,IL,Midwest
CUST00558,Retail,MI,Midwest
CUST00559,Retail,OH,Midwest
CUST00560,Wholesale,IL,Midwest
CUST00561,Retail,WI,Midwest
CUST00562,Wholesale,OR,West
CUST00563,Retail,OR,West
CUST00564,Retail,FL,South
CUST00565,Retail,WI,Midwest
CUST00566,Wholesale,PA,Northeast
CUST00567,Enterprise,AZ,West
CUST00568,Retail,TN,South
CUST00569,Retail,MA,Northeast
CUST00570,Enterprise,MA,Northeast
CUST00571,Retail,CO,West
CUST00572,Retail,NY,Northeast
CUST00573,Enterprise,FL,South
CUST00574,Retail,NY,Northeast
CUST00575,Retail,CO,West
CUST00576,Retail,PA,Northeast
CUST00577,Retail,MI,Midwest
CUST00578,Retail,OR,West
CUST00579,Wholesale,IL,Midwest
CUST00580,Retail,CA,West
CUST00581,Retail,TX,South
CUST00582,Retail,IL,Midwest
CUST00583,Retail,WI,Midwest
CUST00584,Enterprise,OR,West
CUST00585,Retail,MI,Midwest
CUST00586,Retail,FL,South
CUST00587,Wholesale,CO,West
CUST00588,Retail,TN,South
CUST00589,Retail,MA,Northeast
CUST00590,Retail,MA,Northeast
CUST00591,Retail,CT,Northeast
CUST00592,Retail,AZ,West
CUST00593,Retail,TN,South
CUST00594,Wholesale,MI,Midwest
CUST00595,Retail,CT,Northeast
CUST00596,Retail,MI,Midwest
CUST00597,Retail,NC,South
CUST00598,Retail,IN,Midwest
CUST00599,Wholesale,MA,Northeast
CUST00600,Retail,AZ,West
CUST00601,Retail,IN,Midwest
CUST00602,Wholesale,PA,Northeast
CUST00603,Retail,TX,South
CUST00604,Retail,FL,South
CUST00605,Retail,OH,Midwest
CUST00606,Retail,NC,South
CUST00607,Wholesale,OH,Midwest
CUST00608,Retail,OH,Midwest
CUST00609,Retail,MA,Northeast
CUST00610,Retail,CT,Northeast
CUST00611,Wholesale,MA,Northeast
CUST00612,Retail,IN,Midwest
CUST00613,Wholesale,WA,West
CUST00614,Retail,OH,Midwest
CUST00615,Wholesale,WI,Midwest
CUST00616,Enterprise,PA,Northeast
CUST00617,Wholesale,GA,South
CUST00618,Wholesale,OR,West
CUST00619,Retail,NC,South
CUST00620,Retail,IN,Midwest
CUST00621,Retail,MI,Midwest
CUST00622,Retail,WA,West
CUST00623,Retail,TN,South
CUST00624,Retail,CO,West
CUST00625,Retail,NC,South
CUST00626,Retail,WA,West
CUST00627,Wholesale,IN,Midwest
CUST00628,Retail,MI,Midwest
CUST00629,Wholesale,PA,Northeast
CUST00630,Wholesale,TN,South
CUST00631,Enterprise,CT,Northeast
CUST00632,Retail,MA,Northeast
CUST00633,Wholesale,NJ,Northeast
CUST00634,Enterprise,NC,South
CUST00635,Enterprise,WI,Midwest
CUST00636,Retail,NJ,Northeast
CUST00637,Retail,AZ,West
CUST00638,Retail,PA,Northeast
CUST00639,Retail,PA,Northeast
CUST00640,Retail,GA,South
CUST00641,Wholesale,CA,West
CUST00642,Wholesale,GA,South
CUST00643,Retail,MA,Northeast
CUST00644,Wholesale,MA,Northeast
CUST00645,Retail,OH,Midwest
CUST00646,Wholesale,MA,Northeast
CUST00647,Enterprise,WA,West
CUST00648,Retail,CO,West
CUST00649,Retail,NY,Northeast
CUST00650,Wholesale,MA,Northeast
CUST00651,Retail,OH,Midwest
CUST00652,Retail,CA,West
CUST00653,Wholesale,GA,South
CUST00654,Retail,TX,South
CUST00655,Wholesale,NJ,Northeast
CUST00656,Retail,OR,West
CUST00657,Wholesale,CA,West
CUST00658,Retail,PA,Northeast
CUST00659,Enterprise,CT,Northeast
CUST00660,Wholesale,OH,Midwest
CUST00661,Retail,NC,South
CUST00662,Retail,CT,Northeast
CUST00663,Enterprise,GA,South
CUST00664,Retail,WA,West
CUST00665,Retail,CT,Northeast
CUST00666,Retail,TX,South
CUST00667,Retail,PA,Northeast
CUST00668,Wholesale,CA,West
CUST00669,Wholesale,AZ,West
CUST00670,Retail,TX,South
CUST00671,Retail,TX,South
CUST00672,Retail,GA,South
CUST00673,Retail,CT,Northeast
CUST00674,Retail,GA,South
CUST00675,Enterprise,MA,Northeast
CUST00676,Wholesale,GA,South
CUST00677,Wholesale,CO,West
CUST00678,Wholesale,OH,Midwest
CUST00679,Retail,PA,Northeast
CUST00680,Wholesale,MA,Northeast
CUST00681,Retail,IL,Midwest
CUST00682,Retail,IL,Midwest
CUST00683,Retail,FL,South
CUST00684,Retail,OR,West
CUST00685,Wholesale,AZ,West
CUST00686,Retail,NJ,Northeast
CUST00687,Retail,FL,South
CUST00688,Retail,MA,Northeast
CUST00689,Retail,TX,South
CUST00690,Wholesale,NC,South
CUST00691,Retail,CO,West
CUST00692,Retail,AZ,West
CUST00693,Retail,WI,Midwest
CUST00694,Retail,AZ,West
CUST00695,Wholesale,TX,South
CUST00696,Retail,CA,West
CUST00697,Wholesale,OR,West
CUST00698,Retail,IN,Midwest
CUST00699,Retail,FL,South
CUST00700,Enterprise,NY,Northeast
CUST00701,Retail,FL,South
CUST00702,Retail,NC,South
CUST00703,Wholesale,WA,West
CUST00704,Retail,AZ,West
CUST00705,Wholesale,CA,West
CUST00706,Retail,TN,South
CUST00707,Enterprise,AZ,West
CUST00708,Wholesale,NY,Northeast
CUST00709,Retail,AZ,West
CUST00710,Enterprise,IL,Midwest
CUST00711,Retail,IN,Midwest
CUST00712,Enterprise,CA,West
CUST00713,Retail,IL,Midwest
CUST00714,Retail,MI,Midwest
CUST00715,Retail,NC,South
CUST00716,Retail,CT,Northeast
CUST00717,Retail,WI,Midwest
CUST00718,Wholesale,FL,South
CUST00719,Wholesale,CA,West
CUST00720,Enterprise,IN,Midwest
CUST00721,Retail,NC,South
CUST00722,Retail,FL,South
CUST00723,Retail,IL,Midwest
CUST00724,Retail,NJ,Northeast
CUST00725,Retail,OR,West
CUST00726,Retail,OR,West
CUST00727,Wholesale,MA,Northeast
CUST00728,Retail,NC,South
CUST00729,Retail,IN,Midwest
CUST00730,Retail,NC,South
CUST00731,Retail,IL,Midwest
CUST00732,Retail,IL,Midwest
CUST00733,Enterprise,WA,West
CUST00734,Retail,CA,West
CUST00735,Retail,FL,South
CUST00736,Retail,CT,Northeast
CUST00737,Wholesale,FL,South
CUST00738,Enterprise,OH,Midwest
CUST00739,Wholesale,TN,South
CUST00740,Wholesale,IL,Midwest
CUST00741,Retail,OH,Midwest
CUST00742,Retail,WI,Midwest
CUST00743,Enterprise,MA,Northeast
CUST00744,Wholesale,NC,South
CUST00745,Retail,IN,Midwest
CUST00746,Wholesale,NY,Northeast
CUST00747,Wholesale,NC,South
CUST00748,Retail,OR,West
CUST00749,Enterprise,CO,West
CUST00750,Enterprise,NJ,Northeast
CUST00751,Retail,TX,South
CUST00752,Wholesale,CO,West
CUST00753,Retail,GA,South
CUST00754,Wholesale,OH,Midwest
CUST00755,Retail,OR,West
CUST00756,Retail,NY,Northeast
CUST00757,Enterprise,MI,Midwest
CUST00758,Retail,OH,Midwest
CUST00759,Retail,GA,South
CUST00760,Retail,TN,South
CUST00761,Retail,TX,South
CUST00762,Wholesale,GA,South
CUST00763,Retail,GA,South
CUST00764,Retail,TN,South
CUST00765,Retail,CT,Northeast
CUST00766,Wholesale,IN,Midwest
CUST00767,Wholesale,OH,Midwest
CUST00768,Retail,TN,South
CUST00769,Retail,NY,Northeast
CUST00770,Retail,NY,Northeast
CUST00771,Retail,GA,South
CUST00772,Wholesale,OR,West
CUST00773,Retail,PA,Northeast
CUST00774,Retail,FL,South
CUST00775,Retail,WA,West
CUST00776,Wholesale,AZ,West
CUST00777,Retail,CA,West
CUST00778,Retail,NJ,Northeast
CUST00779,Retail,CO,West
CUST00780,Retail,CO,West
CUST00781,Wholesale,MI,Midwest
CUST00782,Retail,MI,Midwest
CUST00783,Wholesale,FL,South
CUST00784,Wholesale,WA,West
CUST00785,Retail,TN,South
CUST00786,Retail,MA,Northeast
CUST00787,Wholesale,WI,Midwest
CUST00788,Retail,MA,Northeast
CUST00789,Retail,WA,West
CUST00790,Enterprise,IL,Midwest
CUST00791,Retail,MA,Northeast
CUST00792,Retail,OR,West
CUST00793,Retail,WA,West
CUST00794,Enterprise,MI,Midwest
CUST00795,Retail,GA,South
CUST00796,Retail,WI,Midwest
CUST00797,Retail,CO,West
CUST00798,Retail,NC,South
CUST00799,Retail,NY,Northeast
CUST00800,Retail,OR,West
CUST00801,Retail,WA,West
CUST00802,Retail,IN,Midwest
CUST00803,Retail,TX,South
CUST00804,Retail,MA,Northeast
CUST00805,Retail,OR,West
CUST00806,Retail,AZ,West
CUST00807,Wholesale,NY,Northeast
CUST00808,Retail,WA,West
CUST00809,Retail,FL,South
CUST00810,Retail,AZ,West
CUST00811,Wholesale,PA,Northeast
